date,store_id,product_id,units_sold
2026-08-27,S003,P011,11
2026-08-27,S001,P012,4
2026-08-27,S002,P012,4
2026-08-27,S003,P012,4
2026-08-28,S001,P001,24
2026-08-28,S002,P001,6
2026-08-28,S003,P001,9
2026-08-28,S001,P002,10
2026-08-28,S002,P002,9
2026-08-28,S003,P002,12
2026-08-28,S001,P003,8
2026-08-28,S002,P003,10
2026-08-28,S003,P003,8
2026-08-28,S001,P004,8
2026-08-28,S002,P004,7
2026-08-28,S003,P004,9
2026-08-28,S001,P005,5
2026-08-28,S002,P005,4
2026-08-28,S003,P005,5
2026-08-28,S001,P006,7
2026-08-28,S002,P006,6
2026-08-28,S003,P006,5
2026-08-28,S001,P007,9
2026-08-28,S002,P007,8
2026-08-28,S003,P007,10
2026-08-28,S001,P008,4
2026-08-28,S002,P008,2
2026-08-28,S003,P008,4
2026-08-28,S001,P009,5
2026-08-28,S002,P009,6
2026-08-28,S003,P009,4
2026-08-28,S001,P010,5
2026-08-28,S002,P010,4
2026-08-28,S003,P010,6
2026-08-28,S001,P011,8
2026-08-28,S002,P011,9
2026-08-28,S003,P011,10
2026-08-28,S001,P012,6
2026-08-28,S002,P012,4
2026-08-28,S003,P012,6
2026-08-29,S001,P001,24
2026-08-29,S002,P001,6
2026-08-29,S003,P001,9
2026-08-29,S001,P002,9
2026-08-29,S002,P002,8
2026-08-29,S003,P002,13
2026-08-29,S001,P003,8
2026-08-29,S002,P003,10
2026-08-29,S003,P003,7
2026-08-29,S001,P004,7
2026-08-29,S002,P004,5
2026-08-29,S003,P004,8
2026-08-29,S001,P005,5
2026-08-29,S002,P005,4
2026-08-29,S003,P005,4
2026-08-29,S001,P006,7
2026-08-29,S002,P006,6
2026-08-29,S003,P006,5
2026-08-29,S001,P007,9
2026-08-29,S002,P007,8
2026-08-29,S003,P007,10
2026-08-29,S001,P008,5
2026-08-29,S002,P008,1
2026-08-29,S003,P008,4
2026-08-29,S001,P009,5
2026-08-29,S002,P009,6
2026-08-29,S003,P009,5
2026-08-29,S001,P010,6
2026-08-29,S002,P010,5
2026-08-29,S003,P010,8
2026-08-29,S001,P011,9
2026-08-29,S002,P011,9
2026-08-29,S003,P011,11
2026-08-29,S001,P012,5
2026-08-29,S002,P012,5
2026-08-29,S003,P012,5
2026-08-30,S001,P001,26
2026-08-30,S002,P001,7
2026-08-30,S003,P001,8
2026-08-30,S001,P002,9
2026-08-30,S002,P002,8
2026-08-30,S003,P002,12
2026-08-30,S001,P003,9
2026-08-30,S002,P003,11
2026-08-30,S003,P003,8
2026-08-30,S001,P004,7
2026-08-30,S002,P004,7
2026-08-30,S003,P004,8
2026-08-30,S001,P005,5
2026-08-30,S002,P005,4
2026-08-30,S003,P005,4
2026-08-30,S001,P006,7
2026-08-30,S002,P006,5
2026-08-30,S003,P006,5
2026-08-30,S001,P007,10
2026-08-30,S002,P007,8
2026-08-30,S003,P007,11
2026-08-30,S001,P008,3
2026-08-30,S002,P008,3
2026-08-30,S003,P008,4
2026-08-30,S001,P009,5
2026-08-30,S002,P009,6
2026-08-30,S003,P009,4
2026-08-30,S001,P010,6
2026-08-30,S002,P010,5
2026-08-30,S003,P010,7
2026-08-30,S001,P011,10
2026-08-30,S002,P011,8
2026-08-30,S003,P011,11
2026-08-30,S001,P012,5
2026-08-30,S002,P012,4
2026-08-30,S003,P012,5
2026-08-31,S001,P001,24
2026-08-31,S002,P001,7
2026-08-31,S003,P001,8
2026-08-31,S001,P002,11
2026-08-31,S002,P002,7
2026-08-31,S003,P002,12
2026-08-31,S001,P003,9
2026-08-31,S002,P003,11
2026-08-31,S003,P003,8
2026-08-31,S001,P004,7
2026-08-31,S002,P004,7
2026-08-31,S003,P004,8
2026-08-31,S001,P005,5
2026-08-31,S002,P005,3
2026-08-31,S003,P005,4
2026-08-31,S001,P006,8
2026-08-31,S002,P006,6
2026-08-31,S003,P006,5
2026-08-31,S001,P007,9
2026-08-31,S002,P007,8
2026-08-31,S003,P007,10
2026-08-31,S001,P008,4
2026-08-31,S002,P008,2
2026-08-31,S003,P008,3
2026-08-31,S001,P009,4
2026-08-31,S002,P009,6
2026-08-31,S003,P009,5
2026-08-31,S001,P010,7
2026-08-31,S002,P010,4
2026-08-31,S003,P010,8
2026-08-31,S001,P011,9
2026-08-31,S002,P011,7
2026-08-31,S003,P011,10
2026-08-31,S001,P012,5
2026-08-31,S002,P012,4
2026-08-31,S003,P012,5
